customer_id,timestamp,reason_code,duration_sec,transcript_snippet,refinance_intent,competitor_shopping,payoff_intent,rate_sensitivity,sentiment
C0101327,2026-06-22 11:58:26.297568,MORTGAGE_INQUIRY,92,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,1.0,-0.33
C0101328,2026-07-31 20:58:51.078402,MORTGAGE_INQUIRY,296,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.69,0.26
C0101328,2026-09-02 04:29:10.900144,GENERAL,656,General question about online banking access.,False,False,False,0.16,0.66
C0101333,2026-08-31 06:00:13.650417,PAYMENT,533,Asked how to set up autopay for the mortgage.,False,False,False,0.0,-0.03
C0101334,2026-08-17 03:48:41.408094,ESCROW,775,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.09,0.09
C0101336,2026-07-26 03:14:08.151040,ESCROW,565,General question about online banking access.,False,False,False,0.26,0.18
C0101336,2026-08-08 05:55:28.140972,MORTGAGE_INQUIRY,65,Called about refinancing options — wanted to know break-even on closing costs against a 5.35% offer.,True,False,False,0.75,0.06
C0101337,2026-06-21 13:17:52.799830,MORTGAGE_INQUIRY,599,Customer asked what our current 30-year rates look like and mentioned they saw 5.51% at an online lender.,True,True,False,0.74,-0.78
C0101337,2026-08-22 01:59:32.434869,MORTGAGE_INQUIRY,568,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.61,0.42
C0101338,2026-07-20 05:16:39.065324,GENERAL,890,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.37,-0.21
C0101338,2026-08-07 07:13:34.373574,STATEMENT,581,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.24,-0.08
C0101341,2026-08-19 19:57:04.153693,MORTGAGE_INQUIRY,308,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,False,True,0.7,-0.23
C0101342,2026-08-10 13:31:02.314074,ESCROW,109,Question about escrow analysis and property tax increase.,False,False,False,0.16,0.66
C0101343,2026-08-18 19:40:17.476122,ESCROW,91,General question about online banking access.,False,False,False,0.09,0.13
C0101343,2026-08-22 00:45:15.971539,PAYMENT,193,Question about escrow analysis and property tax increase.,False,False,False,0.07,-0.08
C0101348,2026-06-23 18:18:20.640144,ESCROW,357,Asked how to set up autopay for the mortgage.,False,False,False,0.1,0.14
C0101348,2026-08-23 17:56:01.488026,STATEMENT,482,Asked how to set up autopay for the mortgage.,False,False,False,0.18,0.4
C0101352,2026-08-27 08:26:02.271158,PAYMENT,412,General question about online banking access.,False,False,False,0.2,0.13
C0101352,2026-09-05 20:34:29.388875,GENERAL,489,Asked how to set up autopay for the mortgage.,False,False,False,0.07,0.24
C0101354,2026-06-14 01:34:19.338545,ESCROW,722,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.2,0.08
C0101356,2026-06-22 16:15:01.160521,MORTGAGE_INQUIRY,360,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,1.0,-0.1
C0101356,2026-08-30 17:17:54.215821,MORTGAGE_INQUIRY,660,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,1.0,-0.09
C0101357,2026-06-30 05:14:01.902249,MORTGAGE_INQUIRY,363,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,False,True,0.59,-0.66
C0101357,2026-07-02 23:58:05.435601,STATEMENT,197,General question about online banking access.,False,False,False,0.0,0.96
C0101358,2026-07-14 11:34:03.689036,MORTGAGE_INQUIRY,860,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.69,-0.03
C0101358,2026-07-27 17:28:48.245379,MORTGAGE_INQUIRY,579,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.87,-0.53
C0101360,2026-07-26 06:47:51.575035,GENERAL,810,Question about escrow analysis and property tax increase.,False,False,False,0.0,0.31
C0101361,2026-07-19 03:58:55.951475,MORTGAGE_INQUIRY,196,Called about refinancing options — wanted to know break-even on closing costs against a 5.28% offer.,True,True,False,1.0,-0.58
C0101362,2026-08-12 10:49:22.623886,MORTGAGE_INQUIRY,422,Customer asked what our current 30-year rates look like and mentioned they saw 5.21% at an online lender.,True,False,False,0.72,-0.5
C0101362,2026-09-03 10:38:27.493471,MORTGAGE_INQUIRY,834,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.6,-0.44
C0101364,2026-08-12 20:43:58.068460,ESCROW,455,Confirmed next payment due date.,False,False,False,0.0,0.21
C0101364,2026-08-24 15:08:32.494080,PAYMENT,613,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.28,-0.09
C0101365,2026-08-06 23:37:52.644222,ESCROW,205,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.02,-0.06
C0101367,2026-07-21 09:58:22.889976,MORTGAGE_INQUIRY,860,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.4,-0.23
C0101368,2026-07-05 09:20:14.875116,STATEMENT,810,Asked how to set up autopay for the mortgage.,False,False,False,0.03,0.16
C0101369,2026-06-24 23:50:43.352841,PAYMENT,780,Asked how to set up autopay for the mortgage.,False,False,False,0.06,0.28
C0101370,2026-08-13 21:55:20.485799,MORTGAGE_INQUIRY,345,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.77,-0.09
C0101370,2026-08-28 11:56:31.241697,MORTGAGE_INQUIRY,832,Called about refinancing options — wanted to know break-even on closing costs against a 5.2% offer.,True,True,False,0.8,-0.12
C0101372,2026-08-31 17:36:37.687969,GENERAL,338,Asked how to set up autopay for the mortgage.,False,False,False,0.12,0.91
C0101377,2026-06-22 10:24:04.472751,PAYMENT,514,General question about online banking access.,False,False,False,0.28,0.02
C0101377,2026-07-22 21:22:23.962898,MORTGAGE_INQUIRY,457,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,False,True,0.77,-0.34
C0101386,2026-07-31 20:33:29.314087,MORTGAGE_INQUIRY,812,Called about refinancing options — wanted to know break-even on closing costs against a 5.32% offer.,True,True,False,0.75,-0.07
C0101386,2026-08-18 23:24:51.767930,MORTGAGE_INQUIRY,369,Customer asked what our current 30-year rates look like and mentioned they saw 5.3% at an online lender.,True,True,False,0.54,0.14
C0101391,2026-08-03 15:44:03.895969,PAYMENT,795,General question about online banking access.,False,False,False,0.07,0.45
C0101393,2026-07-19 15:10:08.316502,PAYMENT,319,Asked how to set up autopay for the mortgage.,False,False,False,0.38,0.72
C0101393,2026-08-15 12:19:45.528026,MORTGAGE_INQUIRY,314,Customer asked what our current 30-year rates look like and mentioned they saw 5.22% at Chase.,True,True,False,0.76,0.04
C0101396,2026-07-11 06:17:11.606389,ESCROW,275,Confirmed next payment due date.,False,False,False,0.09,0.46
C0101396,2026-09-06 08:56:28.123452,STATEMENT,626,General question about online banking access.,False,False,False,0.06,0.44
C0101397,2026-06-18 04:53:44.316380,STATEMENT,350,Asked how to set up autopay for the mortgage.,False,False,False,0.37,-0.02
C0101398,2026-06-17 01:52:59.563790,PAYMENT,458,General question about online banking access.,False,False,False,0.0,-0.16
C0101398,2026-08-01 14:13:28.632202,MORTGAGE_INQUIRY,357,Customer asked what our current 30-year rates look like and mentioned they saw 5.3% at Rocket.,True,True,False,0.51,0.23
C0101405,2026-06-20 22:47:20.392817,MORTGAGE_INQUIRY,458,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.61,-0.16
C0101405,2026-08-23 02:35:40.950381,PAYMENT,323,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.0,0.14
C0101407,2026-08-03 12:50:49.435403,STATEMENT,557,General question about online banking access.,False,False,False,0.22,-0.19
C0101407,2026-09-08 16:57:31.160076,PAYMENT,505,Question about escrow analysis and property tax increase.,False,False,False,0.17,0.15
C0101410,2026-08-06 03:38:14.809467,MORTGAGE_INQUIRY,585,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.86,-0.07
C0101414,2026-08-27 08:18:09.568793,GENERAL,131,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.31,0.15
C0101414,2026-08-29 01:37:58.992923,MORTGAGE_INQUIRY,136,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.78,-0.14
C0101416,2026-06-24 19:21:01.431378,ESCROW,677,Confirmed next payment due date.,False,False,False,0.13,-0.13
C0101418,2026-06-30 19:51:13.504893,GENERAL,413,Asked how to set up autopay for the mortgage.,False,False,False,0.23,0.48
C0101421,2026-06-14 04:28:17.828010,MORTGAGE_INQUIRY,120,Customer asked what our current 30-year rates look like and mentioned they saw 5.33% at Chase.,True,True,False,0.74,-0.03
C0101421,2026-07-20 02:46:00.024455,MORTGAGE_INQUIRY,311,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.6,-0.64
C0101422,2026-07-13 13:08:39.364059,MORTGAGE_INQUIRY,225,Customer asked what our current 30-year rates look like and mentioned they saw 5.31% at an online lender.,True,True,False,0.75,-0.1
C0101422,2026-08-15 22:12:38.287220,MORTGAGE_INQUIRY,566,Called about refinancing options — wanted to know break-even on closing costs against a 5.37% offer.,True,True,False,0.75,0.1
C0101423,2026-07-22 19:52:31.699611,STATEMENT,787,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.19,0.27
C0101424,2026-07-14 13:12:42.434536,STATEMENT,177,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.28,0.25
C0101424,2026-08-26 11:39:20.004182,PAYMENT,347,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.17,0.02
C0101425,2026-06-18 17:58:30.880835,MORTGAGE_INQUIRY,517,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.64,-0.55
C0101429,2026-08-15 21:50:11.409023,PAYMENT,457,Confirmed next payment due date.,False,False,False,0.16,0.01
C0101433,2026-09-02 12:06:46.058567,MORTGAGE_INQUIRY,864,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.37,-0.42
C0101433,2026-09-06 04:17:56.151497,MORTGAGE_INQUIRY,648,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.88,0.54
C0101438,2026-07-15 21:38:56.979947,MORTGAGE_INQUIRY,770,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.9,-0.34
C0101438,2026-07-23 22:44:17.577868,ESCROW,878,General question about online banking access.,False,False,False,0.0,-0.05
C0101443,2026-07-25 02:32:03.855626,MORTGAGE_INQUIRY,679,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.84,-0.31
C0101443,2026-08-01 22:39:01.041295,MORTGAGE_INQUIRY,748,Called about refinancing options — wanted to know break-even on closing costs against a 5.42% offer.,True,True,False,0.52,-0.33
C0101447,2026-06-20 18:48:11.609270,MORTGAGE_INQUIRY,632,Customer asked what our current 30-year rates look like and mentioned they saw 5.13% at Rocket.,True,True,False,0.44,0.28
C0101449,2026-07-12 16:55:33.462994,STATEMENT,139,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.03,0.41
C0101449,2026-08-26 09:59:20.203968,MORTGAGE_INQUIRY,794,Customer asked what our current 30-year rates look like and mentioned they saw 5.33% at an online lender.,True,True,False,0.9,0.06
C0101462,2026-07-31 08:00:56.780159,STATEMENT,867,Question about escrow analysis and property tax increase.,False,False,False,0.01,0.03
C0101470,2026-06-28 17:38:29.685412,ESCROW,581,Asked how to set up autopay for the mortgage.,False,False,False,0.38,0.31
C0101470,2026-08-07 22:48:07.498733,ESCROW,825,Asked how to set up autopay for the mortgage.,False,False,False,0.13,0.3
C0101472,2026-06-25 07:53:48.981493,GENERAL,85,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.0,-0.02
C0101473,2026-07-12 21:45:28.321351,STATEMENT,818,General question about online banking access.,False,False,False,0.37,0.67
C0101474,2026-07-19 19:34:42.157458,STATEMENT,869,General question about online banking access.,False,False,False,0.3,0.15
C0101475,2026-07-19 16:27:55.220130,MORTGAGE_INQUIRY,819,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.73,-0.11
C0101477,2026-06-25 00:35:31.091437,GENERAL,390,Confirmed next payment due date.,False,False,False,0.26,0.41
C0101477,2026-06-28 03:12:17.548265,PAYMENT,427,Confirmed next payment due date.,False,False,False,0.01,0.32
C0101478,2026-07-31 01:59:31.449888,PAYMENT,792,Question about escrow analysis and property tax increase.,False,False,False,0.19,0.46
C0101478,2026-08-16 19:49:04.839976,MORTGAGE_INQUIRY,657,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.83,-0.05
C0101479,2026-07-03 09:12:29.062032,STATEMENT,722,Asked how to set up autopay for the mortgage.,False,False,False,0.38,0.43
C0101483,2026-07-17 05:24:31.231228,MORTGAGE_INQUIRY,284,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.81,-0.34
C0101483,2026-07-19 15:22:54.672839,MORTGAGE_INQUIRY,124,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.7,0.13
C0101490,2026-06-22 03:55:39.462135,PAYMENT,550,General question about online banking access.,False,False,False,0.49,-0.42
C0101490,2026-06-28 17:45:34.936849,STATEMENT,736,Question about escrow analysis and property tax increase.,False,False,False,0.37,0.21
C0101493,2026-08-09 22:49:51.926097,STATEMENT,270,Asked how to set up autopay for the mortgage.,False,False,False,0.0,-0.19
C0101508,2026-08-08 03:00:15.245773,STATEMENT,779,Asked how to set up autopay for the mortgage.,False,False,False,0.19,0.31
C0101511,2026-07-11 06:24:38.777992,STATEMENT,369,Confirmed next payment due date.,False,False,False,0.43,0.12
C0101512,2026-07-02 10:23:33.964593,MORTGAGE_INQUIRY,66,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.66,0.72
C0101521,2026-07-15 13:38:40.070304,STATEMENT,717,Confirmed next payment due date.,False,False,False,0.31,0.65
C0101521,2026-07-22 07:08:39.375958,MORTGAGE_INQUIRY,768,Called about refinancing options — wanted to know break-even on closing costs against a 5.33% offer.,True,True,False,1.0,0.35
C0101525,2026-08-26 02:46:58.720674,MORTGAGE_INQUIRY,403,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.75,-0.48
C0101530,2026-08-24 08:15:25.716236,GENERAL,720,Asked how to set up autopay for the mortgage.,False,False,False,0.0,0.07
C0101534,2026-07-22 04:33:41.099011,MORTGAGE_INQUIRY,506,Customer asked what our current 30-year rates look like and mentioned they saw 5.1% at a competitor.,True,True,False,1.0,-0.23
C0101534,2026-09-07 05:14:19.257717,ESCROW,439,Asked how to set up autopay for the mortgage.,False,False,False,0.39,0.26
C0101540,2026-09-01 13:46:17.902034,ESCROW,695,Confirmed next payment due date.,False,False,False,0.08,0.48
C0101544,2026-08-16 14:16:22.110834,PAYMENT,414,Asked how to set up autopay for the mortgage.,False,False,False,0.22,0.23
C0101544,2026-08-23 20:37:44.589451,STATEMENT,709,Confirmed next payment due date.,False,False,False,0.0,0.46
C0101546,2026-06-26 21:30:43.592714,ESCROW,339,Asked how to set up autopay for the mortgage.,False,False,False,0.29,0.16
C0101546,2026-06-29 04:17:10.737049,PAYMENT,471,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.22,0.32
C0101547,2026-08-25 23:51:15.790306,GENERAL,438,Asked how to set up autopay for the mortgage.,False,False,False,0.17,0.13
C0101547,2026-09-03 20:32:44.441067,ESCROW,608,General question about online banking access.,False,False,False,0.07,-0.09
C0101549,2026-07-13 19:38:10.701853,PAYMENT,722,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.18,0.51
C0101549,2026-08-10 07:58:09.955396,MORTGAGE_INQUIRY,555,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.3,-0.34
C0101551,2026-09-02 09:08:59.198880,MORTGAGE_INQUIRY,288,Customer asked what our current 30-year rates look like and mentioned they saw 5.34% at Rocket.,True,True,False,0.62,-0.04
C0101552,2026-08-11 05:21:11.960285,MORTGAGE_INQUIRY,228,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.89,-0.77
C0101557,2026-09-06 00:15:03.465901,STATEMENT,646,Question about escrow analysis and property tax increase.,False,False,False,0.0,0.6
C0101560,2026-07-15 22:22:13.549523,PAYMENT,185,Confirmed next payment due date.,False,False,False,0.22,0.21
C0101560,2026-08-28 15:51:15.670008,PAYMENT,897,Asked how to set up autopay for the mortgage.,False,False,False,0.16,-0.13
C0101561,2026-07-11 15:30:39.327233,PAYMENT,837,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.25,-0.08
C0101562,2026-08-19 15:23:51.625061,ESCROW,504,Confirmed next payment due date.,False,False,False,0.0,0.49
C0101562,2026-09-09 15:00:40.683008,MORTGAGE_INQUIRY,222,Customer asked what our current 30-year rates look like and mentioned they saw 5.37% at Chase.,True,False,False,0.87,-0.04
C0101563,2026-08-15 04:50:08.917727,STATEMENT,896,Question about escrow analysis and property tax increase.,False,False,False,0.07,0.01
C0101563,2026-08-15 22:19:46.955579,STATEMENT,812,Question about escrow analysis and property tax increase.,False,False,False,0.11,0.78
C0101564,2026-07-02 23:16:57.197099,MORTGAGE_INQUIRY,276,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.64,0.45
C0101567,2026-08-31 21:39:09.312854,STATEMENT,586,Confirmed next payment due date.,False,False,False,0.3,0.45
C0101568,2026-07-30 16:12:04.661802,MORTGAGE_INQUIRY,758,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.64,-0.39
C0101571,2026-07-29 00:38:35.864378,MORTGAGE_INQUIRY,450,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,1.0,-0.08
C0101571,2026-08-13 20:17:56.352829,STATEMENT,509,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.0,0.65
C0101572,2026-08-25 21:59:34.248979,MORTGAGE_INQUIRY,278,Called about refinancing options — wanted to know break-even on closing costs against a 5.21% offer.,True,True,False,0.92,0.13
C0101572,2026-08-29 08:26:14.156665,MORTGAGE_INQUIRY,695,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.87,0.02
C0101573,2026-07-18 20:28:21.617613,GENERAL,797,Question about escrow analysis and property tax increase.,False,False,False,0.26,0.73
C0101577,2026-09-10 00:24:14.565670,ESCROW,721,Question about escrow analysis and property tax increase.,False,False,False,0.32,0.28
C0101579,2026-07-20 11:56:02.546961,MORTGAGE_INQUIRY,539,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.81,0.15
C0101581,2026-09-06 04:28:07.008657,PAYMENT,502,Asked how to set up autopay for the mortgage.,False,False,False,0.02,0.36
C0101581,2026-09-09 04:29:57.010508,MORTGAGE_INQUIRY,632,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.8,-0.25
C0101583,2026-08-23 00:43:23.933025,PAYMENT,777,Asked how to set up autopay for the mortgage.,False,False,False,0.15,0.48
C0101585,2026-09-01 21:55:57.657037,MORTGAGE_INQUIRY,142,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.81,-0.0
C0101586,2026-08-04 20:18:48.685034,STATEMENT,727,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.38,0.49
C0101587,2026-08-25 04:47:24.954820,PAYMENT,755,General question about online banking access.,False,False,False,0.13,0.1
C0101590,2026-07-01 11:49:37.434264,PAYMENT,648,Question about escrow analysis and property tax increase.,False,False,False,0.0,0.12
C0101590,2026-08-05 14:46:35.357539,MORTGAGE_INQUIRY,67,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.95,-0.26
C0101592,2026-08-09 09:41:19.668468,MORTGAGE_INQUIRY,781,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.69,-0.45
C0101594,2026-08-10 12:50:11.839462,MORTGAGE_INQUIRY,281,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.79,-0.27
C0101594,2026-08-13 00:33:44.828874,MORTGAGE_INQUIRY,253,Customer asked what our current 30-year rates look like and mentioned they saw 5.55% at Rocket.,True,True,False,1.0,0.33
C0101607,2026-08-28 23:23:54.933131,MORTGAGE_INQUIRY,536,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.72,-0.12
C0101607,2026-09-10 01:28:47.278177,MORTGAGE_INQUIRY,809,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,False,True,0.85,-0.32
C0101613,2026-07-17 22:14:11.092183,MORTGAGE_INQUIRY,804,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.88,0.3
C0101615,2026-06-20 19:55:39.721522,MORTGAGE_INQUIRY,140,Customer asked what our current 30-year rates look like and mentioned they saw 5.31% at an online lender.,True,False,False,0.7,-0.27
C0101618,2026-06-30 07:54:32.486760,ESCROW,546,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.0,0.74
C0101618,2026-07-28 16:48:25.124718,MORTGAGE_INQUIRY,858,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.89,-0.53
C0101622,2026-07-27 20:43:08.991742,GENERAL,681,Question about escrow analysis and property tax increase.,False,False,False,0.29,0.48
C0101622,2026-08-10 12:39:30.544156,MORTGAGE_INQUIRY,134,Customer asked what our current 30-year rates look like and mentioned they saw 5.17% at Chase.,True,False,False,0.75,0.02
C0101624,2026-06-25 23:40:59.732514,ESCROW,438,Question about escrow analysis and property tax increase.,False,False,False,0.19,0.27
C0101628,2026-06-21 02:23:37.980167,MORTGAGE_INQUIRY,491,Customer asked what our current 30-year rates look like and mentioned they saw 5.11% at Rocket.,True,True,False,0.78,-0.09
C0101628,2026-08-28 14:38:56.168125,STATEMENT,598,Asked how to set up autopay for the mortgage.,False,False,False,0.35,0.4
C0101630,2026-06-29 15:14:07.589931,MORTGAGE_INQUIRY,86,Called about refinancing options — wanted to know break-even on closing costs against a 5.45% offer.,True,False,False,0.67,-0.1
C0101631,2026-06-20 13:19:35.901264,MORTGAGE_INQUIRY,831,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.89,-0.44
C0101631,2026-09-01 13:46:05.624484,GENERAL,774,General question about online banking access.,False,False,False,0.17,0.28
C0101634,2026-08-11 16:03:49.614815,MORTGAGE_INQUIRY,669,Customer asked what our current 30-year rates look like and mentioned they saw 5.18% at an online lender.,True,True,False,0.97,-0.46
C0101634,2026-08-14 15:27:18.308584,GENERAL,527,Confirmed next payment due date.,False,False,False,0.04,-0.29
C0101638,2026-08-25 11:40:05.605896,MORTGAGE_INQUIRY,223,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.59,-0.16
C0101641,2026-07-01 09:17:13.680219,GENERAL,450,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.19,0.2
C0101643,2026-07-25 12:06:05.245879,STATEMENT,530,Asked how to set up autopay for the mortgage.,False,False,False,0.01,0.27
C0101645,2026-06-14 07:24:16.330317,STATEMENT,240,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.01,-0.13
C0101650,2026-07-30 10:03:56.016199,MORTGAGE_INQUIRY,485,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.91,0.37
C0101653,2026-06-21 06:15:55.720853,MORTGAGE_INQUIRY,761,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.72,-0.07
C0101653,2026-07-29 22:55:27.374882,MORTGAGE_INQUIRY,758,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.62,0.31
C0101658,2026-08-15 22:22:42.229986,MORTGAGE_INQUIRY,805,Called about refinancing options — wanted to know break-even on closing costs against a 5.17% offer.,True,False,False,0.93,-0.15
C0101658,2026-08-29 08:58:44.134727,STATEMENT,812,Confirmed next payment due date.,False,False,False,0.26,0.54
C0101659,2026-06-21 05:39:28.223757,ESCROW,559,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.34,0.41
C0101663,2026-07-17 22:12:11.747169,ESCROW,842,Confirmed next payment due date.,False,False,False,0.4,-0.2
C0101663,2026-08-09 00:24:54.896941,ESCROW,778,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.15,0.41
C0101668,2026-06-20 22:58:28.596165,STATEMENT,194,Question about escrow analysis and property tax increase.,False,False,False,0.21,-0.08
C0101669,2026-07-17 19:27:56.206602,MORTGAGE_INQUIRY,427,Called about refinancing options — wanted to know break-even on closing costs against a 5.28% offer.,True,False,False,0.7,-0.14
C0101672,2026-07-29 18:54:38.418007,MORTGAGE_INQUIRY,734,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.77,-0.24
C0101672,2026-08-30 14:32:54.146526,ESCROW,408,Asked how to set up autopay for the mortgage.,False,False,False,0.11,-0.06
C0101674,2026-07-06 23:10:17.931420,ESCROW,663,Question about escrow analysis and property tax increase.,False,False,False,0.11,0.19
C0101681,2026-08-23 13:04:56.462808,STATEMENT,72,Confirmed next payment due date.,False,False,False,0.1,0.89
C0101683,2026-07-21 23:40:12.114119,PAYMENT,848,Asked how to set up autopay for the mortgage.,False,False,False,0.19,0.19
C0101683,2026-08-16 15:26:36.471064,PAYMENT,814,Asked how to set up autopay for the mortgage.,False,False,False,0.06,0.2
C0101688,2026-07-18 11:33:47.965264,ESCROW,472,Confirmed next payment due date.,False,False,False,0.33,0.09
C0101688,2026-08-22 09:11:39.499810,MORTGAGE_INQUIRY,421,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.51,-0.06
C0101689,2026-07-23 02:32:31.863497,MORTGAGE_INQUIRY,250,Customer asked what our current 30-year rates look like and mentioned they saw 5.39% at an online lender.,True,True,False,0.68,-0.02
C0101689,2026-08-06 00:59:47.858106,PAYMENT,422,Question about escrow analysis and property tax increase.,False,False,False,0.09,-0.04
C0101692,2026-08-10 12:29:03.159472,MORTGAGE_INQUIRY,569,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,False,True,0.66,0.17
C0101693,2026-07-15 22:27:44.599316,GENERAL,68,Confirmed next payment due date.,False,False,False,0.0,-0.51
C0101693,2026-08-31 21:24:43.867812,GENERAL,721,Confirmed next payment due date.,False,False,False,0.0,-0.05
C0101694,2026-06-23 04:55:01.078658,MORTGAGE_INQUIRY,79,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,1.0,0.35
C0101706,2026-09-01 14:41:33.763868,PAYMENT,816,Confirmed next payment due date.,False,False,False,0.25,0.16
C0101709,2026-07-27 01:35:22.922383,GENERAL,781,General question about online banking access.,False,False,False,0.12,0.24
C0101709,2026-08-14 03:50:28.378060,MORTGAGE_INQUIRY,130,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.56,-0.23
C0101711,2026-06-26 20:37:50.769438,PAYMENT,443,Question about escrow analysis and property tax increase.,False,False,False,0.28,0.03
C0101714,2026-07-30 17:04:18.635189,PAYMENT,844,Asked how to set up autopay for the mortgage.,False,False,False,0.4,0.83
C0101714,2026-08-29 04:50:23.054038,ESCROW,838,Confirmed next payment due date.,False,False,False,0.03,0.06
C0101724,2026-06-26 07:27:15.669254,ESCROW,478,Confirmed next payment due date.,False,False,False,0.02,-0.15
